phase_id,task_id,task_title,status,primary_owner,supporting_agents,parallel_group,risk,acceptance_tier,acceptance_agents,required_acceptance_outcome,implementation_status,terra_review,sol_acceptance_status,branch,commit_or_pr,gate_result,evidence_path,blocked_by,notes
HW-11,HW11-04,构建 Desktop MSI 与 WebView2 发布闭包,NOT_STARTED,parent_codex,terra_tester | terra_security,D,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-11/,HW03-08 | HW11-03,
HW-11,HW11-05,构建 Server Immutable Release 与 No-Egress 安装,NOT_STARTED,parent_codex,terra_tester | terra_reviewer,D,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-11/,HW10-08,
HW-11,HW11-06,建立监控、备份、恢复与运行手册,NOT_STARTED,terra_worker,luna_docs | terra_tester,E,high,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-11/,HW11-05,
HW-11,HW11-07,真实 Browser/Desktop/Anolis 受控试点验收,NOT_STARTED,terra_tester,terra_browser | terra_security | terra_reviewer,F,critical,sol-acceptance,terra_reviewer | terra_security | sol_acceptance,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-11/,HW11-04 | HW11-05 | HW11-06,
HW-11,HW11-08,G11-PILOT 人工决议,NOT_STARTED,parent_codex,terra_reviewer | terra_security,G,critical,sol-phase-gate,terra_reviewer | terra_security | sol_architecture_security | sol_phase_gate,PASS_RECOMMENDED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-11/,HW11-02 | HW11-04 | HW11-05 | HW11-07,
HW-12,HW12-01,建立真实负载、容量与成本模型,NOT_STARTED,terra_reviewer,luna_inventory | terra_tester,A,high,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,,
HW-12,HW12-02,优化 PostgreSQL Pool、查询与 HA,NOT_STARTED,parent_codex,terra_worker | terra_tester | terra_security,B,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-01,
HW-12,HW12-03,实现 Redis Session 与 Queue HA,NOT_STARTED,parent_codex,terra_worker | terra_tester | terra_security,B,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-01,
HW-12,HW12-04,Collaboration 多实例与 SSE 横向扩展,NOT_STARTED,parent_codex,terra_worker | terra_tester | terra_reviewer,C,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-01 | HW12-03,
HW-12,HW12-05,Agent、Knowledge 与附件容量治理,NOT_STARTED,terra_worker,terra_tester | terra_security,C,high,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-01,
HW-12,HW12-06,实现 Server/Workspace/Desktop 分环灰度,NOT_STARTED,parent_codex,terra_worker | terra_tester | terra_security,D,critical,sol-architecture-security,terra_reviewer | terra_security | sol_architecture_security,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-02 | HW12-03 | HW12-04,
HW-12,HW12-07,生产 SLO、责任与持续治理,NOT_STARTED,luna_docs,terra_reviewer | terra_security,E,high,sol-acceptance,terra_reviewer | sol_acceptance,ACCEPT,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-01,
HW-12,HW12-08,G12-PRODUCTION 最终人工决议,NOT_STARTED,parent_codex,terra_reviewer | terra_security,F,critical,sol-phase-gate,terra_reviewer | terra_security | sol_acceptance | sol_architecture_security | sol_phase_gate,PASS_RECOMMENDED,NOT_STARTED,NOT_STARTED,NOT_STARTED,,,,docs/evidence/HW-12/,HW12-02 | HW12-03 | HW12-04 | HW12-05 | HW12-06 | HW12-07,
